Krank_Acisi_deg,theta2_deg,theta3_deg,theta4_deg,theta5_deg,omega2_deg_s,omega3_deg_s,omega4_deg_s,omega5_deg_s,alpha2_deg_s2,alpha3_deg_s2,alpha4_deg_s2,alpha5_deg_s2,Kisit_Kalintisi_mm,Newton_Iterasyon,Jacobian_Cond
145.5,-38.5063444401567,-112.992050620216,-138.098221202496,-102.873511590544,122.034108913732,10.4412796658488,-193.404488873947,-242.661504469439,85.6040107215942,613.527171281339,-1042.01490939404,271.487799014856,1.4210854715202e-14,4,3.21416765532741
146,-38.3367718954568,-112.976957536631,-138.367832201779,-103.210265257967,122.149034005496,11.2924421328471,-194.827122059751,-242.253424956991,79.8953468895967,612.150972261818,-1006.47026091021,316.206364065434,1.4210854715202e-14,4,3.2206576779114
146.5,-38.1670452247038,-112.960683602266,-138.63938459404,-103.546408904853,122.256060427525,12.1417105479556,-196.199949933136,-241.782996345009,74.2298717610755,610.799644983477,-970.299979025083,361.264254654311,2.8421709430404e-14,4,3.22692391903673
147,-37.9971753567212,-112.943231423935,-138.912808611015,-103.881855620094,122.355247938589,12.9891190734263,-197.522123527291,-241.249773645114,68.6072617947339,609.472639419275,-933.533035516847,406.623414405491,2.8421709430404e-14,4,3.2329621692139
147.5,-37.8271731376438,-112.924603561538,-139.188033333679,-104.216517911604,122.446655853248,13.8347011068219,-198.792835007658,-240.653365494543,63.0272008659481,608.169404456844,-896.199680772828,452.244690609879,2.8421709430404e-14,4,3.23876833052476
148,-37.6570493315277,-112.904802529118,-139.464986750591,-104.550307781839,122.530343052128,14.6784892795607,-200.011319412075,-239.993435628484,57.4893802305156,606.889387972345,-858.331391511822,498.087907567875,2.8421709430404e-14,4,3.24433842381516
148.5,-37.4868146209458,-112.883830795933,-139.743595818602,-104.883136805276,122.60636799215,15.5205154555617,-201.176856314766,-239.269704247073,51.9934984842005,605.632036902867,-819.960813443401,544.111944917582,2.8421709430404e-14,4,3.249668595791
149,-37.316479607569,-112.861690787517,-140.023786525818,-105.21491620773,122.674788716686,16.3608107299903,-202.28877140727,-238.481949270258,46.5392615181854,604.39679731754,-781.121699012755,590.274820715496,3.5527136788005e-14,4,3.25475512599404
149.5,-37.1460548127339,-112.838384886753,-140.305483956703,-105.545556947316,122.735662865663,17.1994054281011,-203.346437989588,-237.630007474138,41.1263824705343,603.183114487529,-741.848840411546,636.533779002926,1.4210854715202e-14,4,3.25959443363447
150,-36.975550677996,-112.813915434937,-140.588612359177,-105.874969796917,122.789047685591,18.0363291041777,-204.349278365123,-236.713775502732,35.754581673775,601.990432955064,-702.177998066697,682.845381558787,2.8421709430404e-14,4,3.26418308425683
150.5,-36.8049775656691,-112.788284732858,-140.873095213586,-106.203065427957,122.835000039518,18.8716105405683,-205.296765133303,-235.733210749596,30.4235865986925,600.818196601674,-662.145824849697,729.165603508077,2.8421709430404e-14,4,3.26851779621585
151,-36.6343457593512,-112.761495041864,-141.158855303399,-106.529754495312,122.873576416901,19.7052777468143,-206.188422374116,-234.68833210418,25.1331317944319,599.665848715743,-621.789786278742,775.449932425528,2.8421709430404e-14,4,3.27259544693941
151.5,-36.4636654644365,-112.733548584936,-141.445814787459,-106.85494772316,122.904832943393,20.5373579588736,-207.02382671921,-233.57922055834,19.8829588250026,598.532832059559,-581.148077014325,821.653470546185,2.8421709430404e-14,4,3.27641307895598
152,-36.2929468086139,-112.704447547768,-141.733895273651,-107.178555991567,122.928825390543,21.3678776384361,-207.802608304621,-232.406019668966,14.6728162022693,597.41858893597,-540.259533975562,867.731039669016,2.8421709430404e-14,4,3.27996790566428
152.5,-36.1221998423522,-112.674194079838,-142.023017893803,-107.500490423625,122.945609185395,22.1968624723316,-208.524451600696,-231.168935873299,9.50245931551501,596.322561254785,-499.16354642946,913.637288316525,1.4210854715202e-14,4,3.28325731682376
153,-35.9514345393718,-112.642790295488,-142.313103379655,-107.820662472916,122.955239419987,23.02433737203,-209.189096115245,-229.868238654105,4.37165035765719,595.244190599038,-457.899963427914,959.326800693009,1.4210854715202e-14,4,3.28627888374515
153.5,-35.7806607971037,-112.610238274996,-142.60407213971,-108.138984011099,122.957770860752,23.8503264732337,-209.79633696652,-228.504260552549,-0.719841751801763,594.182918291226,-416.508998987589,1004.75420696672,1.4210854715202e-14,4,3.28903036416116
154,-35.6098884371352,-112.576540065661,-142.895844336796,-108.455367415417,122.953257957804,24.6748531355614,-210.346025323174,-227.077397027256,-5.77224144701486,593.13818545965,-375.031135425455,1049.87429438699,2.8421709430404e-14,4,3.29150970675847
154.5,-35.4391272056426,-112.541697682874,-143.188339966138,-108.76972565589,122.941754854107,25.4979399423248,-210.838068708924,-225.588106158758,-10.7857665991461,592.109433104939,-333.507025277627,1094.64211873676,1.4210854715202e-14,4,3.29371505535336
155,-35.2683867738119,-112.505713111202,-143.481478933761,-109.081972381996,122.923315394536,26.3196087003975,-211.272431170268,-224.036908199202,-15.7606286027719,591.096102166878,-291.977392241055,1139.01311561348,2.8421709430404e-14,4,3.29564475269439
155.5,-35.0976767382462,-112.468588305462,-143.775181135033,-109.392022008619,122.897993134808,27.1398804401774,-211.649133306193,-222.424384967916,-20.6970324652547,590.09763359162,-250.482931586313,1182.94321102805,2.8421709430404e-14,4,3.29729734387692
156,-34.9270066213614,-112.430325191802,-144.06936653315,-109.699789801055,122.86584135029,27.9587754156419,-211.968252159464,-220.751179094135,-25.5951768990189,589.113468399374,-209.064210495324,1226.38893081133,2.8421709430404e-14,4,3.29867157935595
156.5,-34.7563858717696,-112.39092566878,-144.363955237372,-110.005191958847,122.826913044678,28.776313104499,-212.229920969717,-219.017993108896,-30.4552544166671,588.143047752654,-167.761568780024,1269.30750832197,4.2632564145606e-14,4,3.29976641754487
157,-34.5858238646503,-112.350391608438,-144.658867580828,-110.308145698275,122.781260958534,29.5925122084317,-212.434328789167,-217.225588388805,-35.2774514288647,587.185813025169,-126.615020436858,1311.65698995659,2.8421709430404e-14,4,3.30058102698971
157.5,-34.41532990211,-112.308724857383,-144.954024197681,-110.608569333264,122.728937577699,30.4073906534402,-212.58171996245,-215.374783955073,-40.0619483449328,586.241205871411,-85.6641564874785,1353.39633797516,2.8421709430404e-14,4,3.30111478810986
158,-34.2449132135304,-112.265927237864,-145.249346099493,-110.906382354531,122.669995141553,31.2209655902807,-212.672393472656,-213.46645513188,-44.8089196760822,585.308668297033,-44.9480495483067,1394.48553016896,2.8421709430404e-14,4,3.30136729449828
158.5,-34.074582955905,-112.222000548848,-145.544754750572,-111.201505506772,122.604485651134,32.0332533950019,-212.706702156277,-211.501532068762,-49.5185341412258,584.38764273005,-4.50516056042525,1434.8856559174,1.4210854715202e-14,4,3.3013383537757
159,-33.9043482141644,-112.176946567093,-145.840172142158,-111.493860863708,122.532460877108,32.8442696695822,-212.685051790358,-209.480998132351,-54.1909547753076,583.477572092946,35.6267519027753,1474.55900820144,1.4210854715202e-14,4,3.30102798799537
159.5,-33.734218001491,-112.130767048227,-146.135520865239,-111.783371900808,122.453972367586,33.6540292426668,-212.607900055703,-207.405888173358,-58.826339040089,582.577899875718,75.4107193501607,1513.46917116666,3.5527136788005e-14,4,3.30043643359664
160,-33.5642012596227,-112.083463727817,-146.430724181854,-112.069963565519,122.369071455788,34.4625461704071,-212.475755380552,-205.277286675258,-63.4248389373244,581.688070209915,114.810647729471,1551.58110285656,1.4210854715202e-14,4,3.29956414090759
160.5,-33.3943068591461,-112.035038322446,-146.725706094704,-112.353562344857,122.277809267545,35.2698337374041,-212.289175669625,-203.096325791621,-67.9866011242703,580.807527943714,153.79139806868,1588.86121276747,1.4210854715202e-14,4,3.29841177319876
161,-33.2245435997796,-111.985492530779,-147.020391414923,-112.634096330183,122.180236728642,36.0759044577561,-212.048766923951,-200.864183279509,-72.511767031465,579.935718718054,192.318863069819,1625.27743390894,1.4210854715202e-14,4,3.29698020529191
161.5,-33.054920210646,-111.934828034635,-147.314705827862,-112.911495279057,122.07640457199,36.8807700762135,-211.755181757297,-198.582080336776,-77.000472982716,579.072089043882,230.360039350307,1660.79928908878,2.8421709430404e-14,4,3.29527052172944
162,-32.8854453505355,-111.883046500057,-147.608575956739,-113.185690674017,121.966363344641,37.6844415694412,-211.409117815449,-196.251279351447,-81.4528503172371,578.216086380523,267.883095056022,1695.39795117813,2.8421709430404e-14,4,3.29328401451209
162.5,-32.7161276081594,-111.830149578373,-147.901929424037,-113.456615778177,121.850163414618,38.4869291473913,-211.01131610494,-193.873081571714,-85.8690255138692,577.367159215193,304.857432601121,1729.04629714999,1.4210854715202e-14,4,3.29102218041412
163,-32.5469755023937,-111.776138907261,-148.194694910511,-113.72420568754,121.727854977584,39.2882422547863,-210.562559238157,-191.448824705284,-90.2491203173273,576.524757143689,341.253746321763,1761.71895572376,1.4210854715202e-14,4,3.28848671788686
163.5,-32.3779974825142,-111.721016111815,-148.48680221172,-113.988397379936,121.599488063322,40.0883895727153,-210.063669601999,-188.979880457087,-94.5932518664055,575.688330952249,377.04407486398,1793.3923484876,7.105427357601e-15,4,3.28567952356312
164,-32.2092019284224,-111.664782805599,-148.778182291949,-114.249129760496,121.46511254205,40.8873790203455,-209.515507457528,-186.467652014443,-98.9015328240847,574.8573327006,412.201848159786,1824.04472441037,1.4210854715202e-14,4,3.28260268837659
164.5,-32.0405971508629,-111.607440591706,-149.068767335461,-114.506343703606,121.324778130539,41.685217756749,-208.918968978199,-183.913571488916,-103.174071509472,574.031215806195,446.70192887977,1853.65618769495,1.4210854715202e-14,4,3.27925849331155
165,-31.8721913916322,-111.548991063814,-149.358490794979,-114.759982091285,121.178534398055,42.4819121828474,-208.274984234389,-181.319097324121,-107.410972031508,573.209435129643,480.520648284704,1882.20871896351,2.8421709430404e-14,4,3.27564940479969
165.5,-31.7039928237798,-111.489435807235,-149.647287437339,-115.00998984794,121.026430772117,43.2774679434769,-207.584515132064,-178.685711678717,-111.612334424388,572.391447061305,513.635836432704,1909.68618980444,2.8421709430404e-14,4,3.27177806978211
166,-31.5360095518012,-111.428776399966,-149.935093386255,-115.256313971478,120.868516544055,44.0718899295729,-206.848553313409,-176.014917793771,-115.778254784608,571.576709609083,546.026846731981,1936.07437074766,2.8421709430404e-14,4,3.2676473104554
166.5,-31.3682496118229,-111.367014413732,-150.221846162138,-115.498903560755,120.704840874388,44.8651822804792,-206.068118027274,-173.308237353552,-119.908825409597,570.764682487342,577.674574861939,1961.36093277147,2.8421709430404e-14,4,3.26326011872207
167,-31.200720971781,-111.30415141503,-150.507484718951,-115.737709839356,120.535452798,45.6573483863796,-205.244253977224,-170.567207848647,-124.004134937838,569.954827206983,608.561472116908,1985.53544247824,2.8421709430404e-14,4,3.25861965036606
167.5,-31.0334315315917,-111.240188966166,-150.791949478058,-115.97268617573,120.360401229127,46.448390890857,-204.378029154881,-167.793379950074,-128.064268490441,569.146607166625,638.671553257209,2008.58935110887,1.4210854715202e-14,4,3.25372921897506
168,-30.866389123316,-111.175128626294,-151.075182359058,-116.203788099674,120.179734966139,47.2383116935784,-203.470532666113,-164.98831490282,-132.089307814059,568.339487744866,667.990398980933,2030.51597759634,2.8421709430404e-14,4,3.24859228963196
168.5,-30.699601511317,-111.108971952443,-151.357126807603,-116.430973315233,119.993502696129,48.0271119531104,-202.52287255744,-162.153581946926,-136.079331425118,567.532936393608,696.50515315693,2051.31048588649,5.6843418860808e-14,4,3.24321247239791
169,-30.5330763924116,-111.041720500544,-151.637727820196,-116.654201710029,119.801752999302,48.8147920898637,-201.536173649837,-159.290755773906,-140.034414755251,566.726422732383,724.204514984569,2070.96985678009,2.8421709430404e-14,4,3.23759351561036
169.5,-30.3668213960162,-110.973375826458,-151.916931965995,-116.87343536109,119.604534353149,49.6013517891697,-200.511575386835,-156.401414025914,-143.954630297886,565.919418643675,751.078726268947,2089.4928545725,2.8421709430404e-14,4,3.23173929901906
170,-30.2008440842859,-110.903939486991,-152.194687405638,-117.088638537244,119.401895136436,50.3867900044907,-199.450229703563,-153.487134844695,-147.840047755904,565.111398369152,777.119554021236,2106.87998878827,2.8421709430404e-14,4,3.22565382678362
170.5,-30.03515195225,-110.833413040907,-152.470943907128,-117.299777698138,119.193883632967,51.1711049607633,-198.353298923082,-150.549494476905,-151.690734190291,564.301838606801,802.320268612325,2123.13347132444,4.2632564145606e-14,4,3.21934122035573
171,-29.8697524279404,-110.76179804994,-152.74565285882,-117.506821489981,118.980548035156,51.9542941578781,-197.221953686,-147.59006494195,-155.506754169709,563.490218608883,826.675617724516,2138.25716933172,2.8421709430404e-14,4,3.21280571126942
171.5,-29.7046528725168,-110.6890960798,-153.018767279555,-117.709740738093,118.761936447382,52.7363543742962,-196.057370919038,-144.610411768035,-159.288169920908,562.676020280673,850.181796359794,2152.25655417383,2.1316282072803e-14,4,3.2060516338621
172,-29.5398605803864,-110.615308701167,-153.29024182601,-117.908508436358,118.538096889137,53.5172816708024,-194.860731847833,-141.612091801624,-163.035041479886,561.85872827991,872.836413174973,2165.13864681446,2.8421709430404e-14,4,3.19908341794903
172.5,-29.3753827793202,-110.540437490691,-153.560032797312,-118.103099733693,118.309077297962,54.2970713943975,-193.633220058888,-138.596651095023,-166.747426843742,561.037830116912,894.638453423178,2176.91195998745,2.8421709430404e-14,4,3.19190558147314
173,-29.2112266305643,-110.464484031975,-153.828098137003,-118.293491917632,118.074925532176,55.0757181823306,-192.37601961518,-135.565622876314,-170.425382123114,560.212816255266,915.588238788146,2187.58643750918,5.6843418860808e-14,4,3.18452272315185
173.5,-29.0473992289487,-110.387449916564,-154.094397432429,-118.479664395156,117.835689373386,55.8532159662706,-191.090313229549,-132.520525605351,-174.068961695127,559.383180213058,935.687384402447,2197.17339109307,2.8421709430404e-14,4,3.17693951514152
174,-28.8839076029917,-110.309336744916,-154.358891911629,-118.661598670887,117.591416528792,56.6295579766192,-189.777280499566,-129.462861119038,-177.678218356776,558.548418664523,954.938753343191,2205.68543502457,2.1316282072803e-14,4,3.16916069573975
174.5,-28.7207587150023,-110.230146127378,-154.621544437822,-118.839278322758,117.342154633273,57.4047367469656,-188.438096207181,-126.394112868619,-181.253203478639,557.708031542097,973.346408899314,2213.13641905095,2.8421709430404e-14,4,3.16119106214474
175,-28.557959461179,-110.149879685145,-154.882319501575,-119.012688975315,117.087951251261,58.1787441186823,-187.073928686049,-123.315744251221,-184.793967158851,556.861522138735,990.915564902741,2219.54135983437,2.8421709430404e-14,4,3.15303546329012
175.5,-28.3955166717065,-110.068539051225,-155.141183210752,-119.181818270758,116.828853878401,58.951571245664,-185.685938259017,-120.229197037385,-188.300558377235,556.008397210456,1007.65253441244,2224.91637130832,2.8421709430404e-14,4,3.14469879277266
176,-28.2334371108503,-109.986125871384,-155.39810327835,-119.346655837868,116.564909943,59.7232085992088,-184.275275747858,-117.135889895911,-191.773025149519,555.14816707901,1023.56467703505,2229.27859426783,2.8421709430404e-14,4,3.1361859818894
176.5,-28.0717274770492,-109.902641805096,-155.653049008306,-119.507193258951,116.296166807254,60.4936459730415,-182.843081056963,-114.037217016833,-195.211414681526,554.280345734584,1038.66034515916,2232.64612551217,2.8421709430404e-14,4,3.12750199279962
177,-27.9103944030065,-109.818088526476,-155.905991279396,-119.663424034948,116.02267176827,61.2628724884804,-181.390481832299,-110.934546832937,-198.615773523261,553.404450938461,1052.94882937181,2235.0379468457,1.4210854715202e-14,4,3.11865181182606
